Reference number,Sample note,Source,Al,Si,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Y,Zr,Nb,Ba,Pb,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
kn-120,,Bingöl A,76757.0,375812.0,39413.0,4267.0,1203.0,742.0,33760.0,235.0,245.0,2.0,,1430.0,66.0,0.0,41.0,BingolA,kn-120,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-126,,Bingöl A,70651.0,357994.0,37080.0,3327.0,1174.0,685.0,29999.0,199.0,229.0,0.0,,1182.0,58.0,0.0,37.0,BingolA,kn-126,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-133,,Bingöl A,70145.0,361691.0,36020.0,3157.0,1139.0,614.0,29023.0,186.0,222.0,0.0,,1174.0,56.0,0.0,39.0,BingolA,kn-133,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-142,,Bingöl A,69442.0,346114.0,41592.0,5696.0,1154.0,659.0,30391.0,219.0,229.0,0.0,,1318.0,64.0,0.0,42.0,BingolA,kn-142,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-160,,Bingöl A,68810.0,359968.0,35046.0,2923.0,1122.0,641.0,29779.0,217.0,224.0,0.0,,1282.0,63.0,0.0,38.0,BingolA,kn-160,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-163,,Bingöl A,71712.0,367470.0,38842.0,2915.0,1292.0,653.0,33053.0,242.0,244.0,0.0,,1382.0,66.0,0.0,37.0,BingolA,kn-163,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-178,,Bingöl A,67797.0,354573.0,37253.0,3259.0,1382.0,693.0,33608.0,191.0,221.0,0.0,,1131.0,56.0,0.0,32.0,BingolA,kn-178,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-181,,Bingöl A,69915.0,358452.0,38045.0,3247.0,1245.0,597.0,32314.0,215.0,221.0,0.0,,1349.0,58.0,0.0,33.0,BingolA,kn-181,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-183,,Bingöl A,68491.0,348639.0,36563.0,2915.0,1202.0,622.0,31603.0,203.0,212.0,0.0,,1306.0,59.0,0.0,37.0,BingolA,kn-183,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-185,,Bingöl A,68864.0,355065.0,38494.0,3202.0,1324.0,677.0,32305.0,192.0,222.0,0.0,,1126.0,57.0,0.0,33.0,BingolA,kn-185,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-187,,Bingöl A,68151.0,350194.0,36487.0,3335.0,1153.0,742.0,30339.0,212.0,222.0,0.0,,1317.0,63.0,0.0,40.0,BingolA,kn-187,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-197,,Bingöl A,71075.0,361363.0,42123.0,6802.0,1269.0,612.0,33607.0,249.0,250.0,0.0,,1406.0,70.0,0.0,43.0,BingolA,kn-197,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-201,mean of 2 readings,Bingöl A,75345.0,372216.0,38478.0,3301.0,1575.0,814.0,32466.0,222.0,244.0,1.0,,1276.0,62.0,0.0,41.0,BingolA,kn-201,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-202,,Bingöl A,75853.0,372103.0,39975.0,3154.0,1201.0,706.0,33373.0,226.0,250.0,0.0,,1295.0,65.0,0.0,47.0,BingolA,kn-202,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-210,,Bingöl A,71283.0,353729.0,36591.0,5040.0,1259.0,641.0,32463.0,238.0,233.0,0.0,,1343.0,65.0,0.0,40.0,BingolA,kn-210,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-213,,Bingöl A,68513.0,357000.0,35783.0,3891.0,1320.0,754.0,33973.0,188.0,217.0,0.0,,1132.0,58.0,0.0,34.0,BingolA,kn-213,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-219,,Bingöl A,68120.0,354986.0,37045.0,3267.0,1240.0,674.0,32032.0,218.0,232.0,0.0,,1249.0,62.0,0.0,38.0,BingolA,kn-219,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-232,,Bingöl A,64013.0,333968.0,34533.0,10039.0,1257.0,622.0,29984.0,186.0,207.0,0.0,,1268.0,57.0,0.0,32.0,BingolA,kn-232,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-238,,Bingöl A,66485.0,346028.0,37179.0,3132.0,1163.0,671.0,31372.0,214.0,235.0,0.0,,1345.0,63.0,0.0,45.0,BingolA,kn-238,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-240,,Bingöl A,69655.0,359832.0,36961.0,3034.0,1062.0,578.0,28817.0,211.0,254.0,0.0,,1332.0,65.0,0.0,44.0,BingolA,kn-240,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-242,,Bingöl A,66056.0,342079.0,35367.0,3040.0,1123.0,680.0,30398.0,211.0,228.0,0.0,,1313.0,62.0,0.0,38.0,BingolA,kn-242,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-244,,Bingöl A,65076.0,340555.0,38316.0,3638.0,1250.0,666.0,31695.0,198.0,235.0,0.0,,1206.0,59.0,0.0,36.0,BingolA,kn-244,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-250,,Bingöl A,68047.0,354722.0,40116.0,3263.0,1326.0,651.0,32903.0,209.0,241.0,0.0,,1253.0,62.0,0.0,37.0,BingolA,kn-250,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-253,,Bingöl A,66884.0,345384.0,44749.0,3033.0,1066.0,592.0,30010.0,213.0,223.0,0.0,,1300.0,63.0,0.0,38.0,BingolA,kn-253,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-256,mean of 3 readings,Bingöl A,67739.0,351840.0,35958.0,3075.0,995.0,589.0,26778.0,209.0,232.0,0.0,,1273.0,63.0,0.0,42.0,BingolA,kn-256,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-257,,Bingöl A,67213.0,347649.0,37526.0,3238.0,1286.0,635.0,30811.0,206.0,228.0,0.0,,1195.0,59.0,0.0,37.0,BingolA,kn-257,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-262,,Bingöl A,70170.0,361457.0,38611.0,3274.0,1172.0,659.0,32954.0,246.0,240.0,0.0,,1360.0,65.0,0.0,38.0,BingolA,kn-262,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-284,,Bingöl A,67761.0,345702.0,36437.0,4891.0,1118.0,596.0,29977.0,209.0,224.0,0.0,,1300.0,61.0,0.0,42.0,BingolA,kn-284,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-288,mean of 2 readings,Bingöl A,66574.0,343197.0,35656.0,3319.0,1149.0,668.0,30126.0,201.0,208.0,0.0,,1228.0,57.0,143.0,33.0,BingolA,kn-288,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-290,,Bingöl A,65966.0,343678.0,35550.0,3438.0,1179.0,725.0,31190.0,209.0,207.0,0.0,,1280.0,56.0,0.0,33.0,BingolA,kn-290,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-300,,Bingöl A,71216.0,358612.0,38794.0,3268.0,1267.0,586.0,33102.0,216.0,222.0,0.0,,1350.0,59.0,0.0,35.0,BingolA,kn-300,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-316,,Bingöl A,72951.0,362174.0,36794.0,3028.0,1211.0,790.0,31508.0,226.0,214.0,0.0,,1353.0,62.0,89.0,38.0,BingolA,kn-316,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-318,,Bingöl A,68749.0,350186.0,37813.0,3373.0,1278.0,692.0,33742.0,232.0,222.0,0.0,,1338.0,59.0,0.0,31.0,BingolA,kn-318,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-388,,Bingöl A,68696.0,347118.0,55010.0,4199.0,1042.0,727.0,28906.0,236.0,220.0,3.0,,1312.0,63.0,143.0,37.0,BingolA,kn-388,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-390,,Bingöl A,69378.0,355063.0,36937.0,3138.0,1208.0,651.0,31714.0,210.0,213.0,0.0,,1293.0,57.0,0.0,33.0,BingolA,kn-390,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-391,,Bingöl A,69045.0,356959.0,36198.0,3048.0,1144.0,619.0,31552.0,232.0,237.0,0.0,,1343.0,65.0,0.0,42.0,BingolA,kn-391,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-392,,Bingöl A,67858.0,342292.0,40809.0,3093.0,1171.0,698.0,29015.0,196.0,221.0,0.0,,1156.0,58.0,0.0,36.0,BingolA,kn-392,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-393,,Bingöl A,74945.0,376785.0,39153.0,3315.0,1428.0,720.0,35885.0,206.0,231.0,0.0,,1164.0,58.0,0.0,31.0,BingolA,kn-393,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-441,,Bingöl A,65375.0,340044.0,39195.0,3782.0,1193.0,643.0,30509.0,188.0,226.0,0.0,,1188.0,60.0,0.0,40.0,BingolA,kn-441,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-448,,Bingöl A,66999.0,347642.0,34488.0,2970.0,1072.0,738.0,29828.0,214.0,221.0,0.0,,1287.0,65.0,168.0,33.0,BingolA,kn-448,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-460,,Bingöl A,68286.0,345876.0,36861.0,4082.0,1221.0,664.0,31150.0,218.0,210.0,0.0,,1306.0,57.0,120.0,32.0,BingolA,kn-460,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-466,mean of 3 readings,Bingöl A,70147.0,352797.0,37451.0,3254.0,1196.0,687.0,28576.0,198.0,220.0,0.0,,1160.0,56.0,0.0,38.0,BingolA,kn-466,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-471,,Bingöl A,70967.0,358125.0,36461.0,3063.0,1141.0,723.0,30681.0,229.0,226.0,0.0,,1327.0,63.0,0.0,41.0,BingolA,kn-471,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-476,,Bingöl A,70023.0,354759.0,42715.0,3253.0,1215.0,621.0,31981.0,213.0,216.0,0.0,,1335.0,59.0,0.0,31.0,BingolA,kn-476,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-482,mean of 2 readings,Bingöl A,69620.0,359107.0,38645.0,4652.0,1438.0,766.0,35622.0,202.0,225.0,0.0,,1155.0,58.0,0.0,32.0,BingolA,kn-482,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-483,,Bingöl A,70052.0,355436.0,35519.0,3043.0,1121.0,697.0,30053.0,217.0,224.0,0.0,,1327.0,63.0,0.0,44.0,BingolA,kn-483,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-486,,Bingöl A,68557.0,337429.0,50164.0,4345.0,1149.0,653.0,29746.0,218.0,219.0,0.0,,1309.0,62.0,0.0,38.0,BingolA,kn-486,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-496,,Bingöl A,69215.0,352045.0,38240.0,3332.0,1334.0,737.0,33469.0,231.0,225.0,0.0,,1343.0,58.0,84.0,29.0,BingolA,kn-496,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-502,,Bingöl A,74266.0,373493.0,42576.0,3586.0,1386.0,639.0,33907.0,229.0,255.0,0.0,,1278.0,64.0,0.0,37.0,BingolA,kn-502,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-504,,Bingöl A,67722.0,348845.0,37872.0,3207.0,1287.0,575.0,30390.0,200.0,226.0,0.0,,1192.0,58.0,0.0,41.0,BingolA,kn-504,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-511,,Bingöl A,72589.0,357539.0,36381.0,3322.0,1264.0,727.0,29489.0,203.0,222.0,0.0,,1180.0,57.0,91.0,31.0,BingolA,kn-511,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-515,,Bingöl A,67615.0,345834.0,35386.0,3584.0,1276.0,823.0,31670.0,209.0,210.0,0.0,,1098.0,54.0,143.0,31.0,BingolA,kn-515,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-527,,Bingöl A,61100.0,373286.0,32410.0,3864.0,1111.0,583.0,29001.0,179.0,217.0,0.0,,1171.0,55.0,0.0,36.0,BingolA,kn-527,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-531,,Bingöl A,70201.0,360169.0,38781.0,3283.0,1231.0,571.0,31344.0,217.0,235.0,0.0,,1216.0,60.0,0.0,34.0,BingolA,kn-531,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-533,,Bingöl A,70038.0,357706.0,36948.0,3369.0,1176.0,732.0,28844.0,198.0,217.0,0.0,,1161.0,57.0,0.0,32.0,BingolA,kn-533,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-534,,Bingöl A,70344.0,347109.0,37256.0,3284.0,1092.0,582.0,28032.0,205.0,238.0,0.0,,1296.0,63.0,0.0,37.0,BingolA,kn-534,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-541,,Bingöl A,70745.0,360187.0,37572.0,3307.0,1214.0,736.0,29557.0,198.0,228.0,0.0,,1198.0,55.0,0.0,34.0,BingolA,kn-541,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-542,,Bingöl A,71401.0,361351.0,38123.0,3452.0,1263.0,711.0,30903.0,202.0,228.0,0.0,,1230.0,59.0,0.0,36.0,BingolA,kn-542,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-550,,Bingöl A,68039.0,354702.0,37297.0,3361.0,1328.0,721.0,31912.0,198.0,220.0,0.0,,1136.0,57.0,0.0,32.0,BingolA,kn-550,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-556,,Bingöl A,70820.0,358949.0,35936.0,3797.0,1142.0,716.0,31060.0,213.0,228.0,0.0,,1338.0,64.0,0.0,45.0,BingolA,kn-556,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-560,,Bingöl A,68448.0,352569.0,36112.0,3290.0,1186.0,662.0,28801.0,200.0,213.0,0.0,,1154.0,54.0,0.0,33.0,BingolA,kn-560,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-566,mean of 2 readings,Bingöl A,70580.0,353784.0,35585.0,3872.0,1209.0,768.0,28850.0,184.0,217.0,2.0,,1151.0,55.0,179.0,35.0,BingolA,kn-566,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-569,,Bingöl A,66673.0,344736.0,35979.0,3031.0,1173.0,699.0,30188.0,192.0,212.0,0.0,,1173.0,56.0,0.0,37.0,BingolA,kn-569,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-574,,Bingöl A,70366.0,359537.0,32509.0,2874.0,1089.0,738.0,29413.0,204.0,229.0,0.0,,1321.0,62.0,0.0,38.0,BingolA,kn-574,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-580,,Bingöl A,74283.0,369219.0,44153.0,3509.0,1202.0,759.0,30320.0,212.0,236.0,0.0,,1227.0,61.0,0.0,36.0,BingolA,kn-580,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-596,,Bingöl A,69070.0,351455.0,36248.0,2976.0,1165.0,749.0,29286.0,201.0,216.0,0.0,,1141.0,59.0,94.0,31.0,BingolA,kn-596,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-606,,Bingöl A,67380.0,348465.0,35437.0,3165.0,1170.0,703.0,29315.0,196.0,218.0,0.0,,1160.0,59.0,111.0,38.0,BingolA,kn-606,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-608,,Bingöl A,67763.0,351485.0,34376.0,3005.0,1071.0,648.0,28375.0,203.0,213.0,0.0,,1265.0,57.0,77.0,32.0,BingolA,kn-608,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-609,,Bingöl A,68378.0,349816.0,45036.0,3150.0,1105.0,674.0,29116.0,210.0,221.0,0.0,,1162.0,58.0,0.0,34.0,BingolA,kn-609,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-620,,Bingöl A,68803.0,357394.0,38939.0,4045.0,1199.0,592.0,31098.0,223.0,226.0,1.0,,1329.0,66.0,0.0,37.0,BingolA,kn-620,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-621,,Bingöl A,68383.0,348278.0,33031.0,3017.0,1040.0,650.0,28391.0,215.0,221.0,0.0,,1282.0,62.0,77.0,35.0,BingolA,kn-621,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-623,,Bingöl A,76868.0,380981.0,42476.0,2856.0,1131.0,748.0,30866.0,230.0,237.0,0.0,,1402.0,68.0,0.0,38.0,BingolA,kn-623,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-624,,Bingöl A,76441.0,375959.0,42608.0,3369.0,1169.0,676.0,31386.0,224.0,239.0,0.0,,1382.0,65.0,0.0,42.0,BingolA,kn-624,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-643,,Bingöl A,69387.0,353375.0,43901.0,3312.0,1148.0,660.0,29607.0,202.0,198.0,0.0,,1256.0,57.0,0.0,22.0,BingolA,kn-643,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-663,,Bingöl A,68966.0,354361.0,37083.0,3095.0,1343.0,827.0,33279.0,191.0,208.0,0.0,,1094.0,58.0,152.0,31.0,BingolA,kn-663,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-668,,Bingöl A,65870.0,363321.0,48054.0,3846.0,1286.0,701.0,31485.0,195.0,218.0,0.0,,1163.0,57.0,0.0,39.0,BingolA,kn-668,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-670,,Bingöl A,67254.0,352796.0,35536.0,2961.0,1111.0,688.0,29135.0,205.0,233.0,0.0,,1247.0,60.0,0.0,41.0,BingolA,kn-670,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-677,,Bingöl A,70484.0,353876.0,41834.0,4494.0,1224.0,587.0,30165.0,199.0,226.0,0.0,,1308.0,60.0,0.0,34.0,BingolA,kn-677,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-715,,Bingöl A,75548.0,377565.0,38326.0,2821.0,1128.0,643.0,31227.0,233.0,232.0,0.0,,1350.0,63.0,0.0,39.0,BingolA,kn-715,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-717,,Bingöl A,71409.0,358900.0,39358.0,3716.0,1185.0,612.0,30792.0,224.0,223.0,0.0,,1326.0,62.0,0.0,39.0,BingolA,kn-717,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-719,,Bingöl A,70833.0,360606.0,41977.0,3152.0,1377.0,731.0,32630.0,191.0,213.0,0.0,,1136.0,56.0,0.0,39.0,BingolA,kn-719,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-720,,Bingöl A,69633.0,350206.0,34921.0,3045.0,1093.0,687.0,27411.0,163.0,212.0,0.0,,1127.0,51.0,0.0,33.0,BingolA,kn-720,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-727,,Bingöl A,70225.0,357602.0,36702.0,3156.0,1198.0,644.0,31218.0,199.0,225.0,0.0,,1329.0,62.0,0.0,29.0,BingolA,kn-727,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-738,,Bingöl A,71598.0,357786.0,36904.0,3582.0,1272.0,631.0,29361.0,184.0,223.0,0.0,,1183.0,57.0,0.0,33.0,BingolA,kn-738,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-745,,Bingöl A,69156.0,356835.0,37896.0,3147.0,1022.0,629.0,27257.0,199.0,237.0,0.0,,1283.0,64.0,0.0,40.0,BingolA,kn-745,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-757,,Bingöl A,72093.0,359809.0,35996.0,3481.0,1127.0,713.0,30533.0,204.0,232.0,0.0,,1233.0,58.0,0.0,38.0,BingolA,kn-757,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-760,,Bingöl A,68476.0,349851.0,40808.0,3391.0,1341.0,817.0,31955.0,201.0,208.0,0.0,,1084.0,55.0,84.0,35.0,BingolA,kn-760,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-762,mean of 2 readings,Bingöl A,81948.86955443631,400316.56446143455,42390.06148607237,3411.5603342411505,1555.0457698377672,759.344498267374,36554.07053374758,215.8508634230413,236.5362011158109,0.0,,1237.308886006282,62.58564470883335,0.0,39.00565422279122,BingolA,kn-762,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-778,,Bingöl A,70634.0,359026.0,35818.0,3197.0,1330.0,775.0,31639.0,182.0,209.0,0.0,,1114.0,58.0,0.0,33.0,BingolA,kn-778,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-798,,Bingöl A,71467.0,364209.0,39648.0,3350.0,1254.0,666.0,31436.0,205.0,234.0,0.0,,1221.0,59.0,0.0,39.0,BingolA,kn-798,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-809,,Bingöl A,71268.0,361920.0,36033.0,3053.0,1157.0,780.0,30696.0,221.0,229.0,0.0,,1346.0,65.0,0.0,42.0,BingolA,kn-809,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-850,,Bingöl A,69660.0,359185.0,35777.0,4183.0,1360.0,799.0,32761.0,206.0,211.0,0.0,,1110.0,55.0,0.0,31.0,BingolA,kn-850,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-854,,Bingöl A,71671.0,365674.0,35328.0,2931.0,1097.0,561.0,28039.0,209.0,229.0,0.0,,1224.0,59.0,0.0,41.0,BingolA,kn-854,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-869,,Bingöl A,68062.0,352570.0,45537.0,3090.0,1181.0,650.0,30275.0,210.0,225.0,0.0,,1212.0,60.0,0.0,33.0,BingolA,kn-869,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-877,,Bingöl A,68551.0,350996.0,35092.0,3272.0,1163.0,610.0,28171.0,183.0,220.0,0.0,,1121.0,54.0,0.0,33.0,BingolA,kn-877,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-885,,Bingöl A,69075.0,351363.0,35503.0,3167.0,1177.0,729.0,29307.0,208.0,217.0,0.0,,1149.0,59.0,132.0,35.0,BingolA,kn-885,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-886,,Bingöl A,69452.0,352700.0,37294.0,3489.0,1209.0,617.0,30816.0,188.0,224.0,0.0,,1190.0,57.0,0.0,44.0,BingolA,kn-886,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-888,,Bingöl A,70494.0,355738.0,38568.0,3657.0,1280.0,729.0,31738.0,206.0,207.0,0.0,,1287.0,58.0,0.0,29.0,BingolA,kn-888,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-890,,Bingöl A,74644.0,369719.0,37753.0,3262.0,1210.0,716.0,32574.0,210.0,220.0,0.0,,1357.0,62.0,0.0,27.0,BingolA,kn-890,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
,,,69730.0883827697,357057.1693799706,38773.48800544264,3471.298765998687,1211.621585003762,680.9668352344521,30818.15630553659,207.98542630603995,224.96868194361656,0.1266798510325654,101.33333333333331,1241.767847869021,59.23929026981458,17.18032786885246,36.49914731590852,,,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-010,mean of 4 readings,Bingöl B,79684.0,371530.0,46163.0,5467.0,1165.0,372.0,12532.0,47.0,216.0,42.0,43.0,328.0,17.0,252.0,29.0,BingolB,kn-010,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-024,mean of 3 readings,Bingöl B,72644.0,345656.0,47255.0,5442.0,1159.0,431.0,12584.0,43.0,214.0,41.0,40.0,325.0,16.0,453.0,30.0,BingolB,kn-024,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-026,mean of 3 readings,Bingöl B,74613.0,353656.0,46624.0,5882.0,1208.0,324.0,12651.0,42.0,213.0,41.0,42.0,323.0,16.0,209.0,27.0,BingolB,kn-026,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-027,mean of 3 readings,Bingöl B,75356.0,358000.0,47982.0,5929.0,1326.0,320.0,13350.0,47.0,220.0,46.0,44.0,333.0,16.0,150.0,26.0,BingolB,kn-027,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-032,mean of 3 readings,Bingöl B,75220.0,356106.0,44706.0,5200.0,1156.0,359.0,12248.0,45.0,211.0,40.0,40.0,320.0,16.0,347.0,27.0,BingolB,kn-032,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-039,mean of 3 readings,Bingöl B,76770.0,368667.0,50916.0,5610.0,1232.0,122.0,13155.0,44.0,225.0,43.0,45.0,335.0,17.0,73.0,28.0,BingolB,kn-039,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-047,mean of 4 readings; reading may be unreliable due to thinness of artefact,Bingöl B,83319.03729833174,390575.19575614826,54697.35317234308,6805.913749051507,1501.4851692592,135.9559420265441,15377.588426479928,52.52344730148333,247.4141597119388,52.842423073643545,53.0,359.914033615549,19.76204854328536,53.0988870994789,31.36719609417763,BingolB,kn-047,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-052,mean of 3 readings,Bingöl B,82359.27038871666,385462.4494638057,52454.00744436561,5908.825353553788,1265.426731115188,342.37442497975445,14041.31807615164,47.64085262113875,236.9900914611788,45.740161811911406,45.0,355.1138894165037,17.592220774652116,198.1571796224333,31.24677245267655,BingolB,kn-052,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-056,mean of 3 readings,Bingöl B,77033.90714541596,364008.8225858008,49772.48950814403,5765.546248161399,1248.969126924536,313.87804697424525,13449.37779409287,41.4160986728041,227.6297905369865,44.55729156625591,45.0,334.4732316564635,16.176418750927827,83.37128247642543,29.1274943194859,BingolB,kn-056,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-067,mean of 3 readings,Bingöl B,72634.29932020097,347645.45512886764,46031.92439117593,5423.656388910628,1166.9615090484724,122.156491144192,12155.172269079492,43.90129673733738,207.270024796002,38.953135260878064,41.0,310.17296527728735,15.219431067284342,148.2743892266832,25.9829093686322,BingolB,kn-067,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
