Reference number,Sample note,Source,Al,Si,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Y,Zr,Nb,Ba,Pb,source,sample_id,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
kn-068,,Bingöl B,74639.0,339944.0,41468.0,7163.0,1187.0,272.0,13245.0,50.0,207.0,41.0,,310.0,20.0,155.0,27.0,BingolB,kn-068,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-071,,Bingöl B,78334.0,346807.0,42211.0,5973.0,1202.0,272.0,13696.0,48.0,211.0,44.0,,328.0,18.0,254.0,28.0,BingolB,kn-071,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-073,,Bingöl B,79449.0,351278.0,42453.0,6103.0,1163.0,418.0,13629.0,59.0,216.0,46.0,,323.0,19.0,275.0,30.0,BingolB,kn-073,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-076,,Bingöl B,78016.0,352058.0,61495.0,9368.0,1206.0,272.0,14589.0,54.0,238.0,47.0,,334.0,22.0,134.0,32.0,BingolB,kn-076,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-077,,Bingöl B,76849.0,342777.0,41370.0,6200.0,1080.0,404.0,13191.0,44.0,208.0,39.0,,312.0,16.0,267.0,27.0,BingolB,kn-077,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-079,,Bingöl B,78377.0,349194.0,44461.0,5857.0,1204.0,272.0,13798.0,47.0,219.0,45.0,,328.0,18.0,166.0,25.0,BingolB,kn-079,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-083,,Bingöl B,77006.0,344463.0,42308.0,5744.0,1114.0,451.0,13120.0,59.0,206.0,42.0,,319.0,17.0,393.0,30.0,BingolB,kn-083,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-091,,Bingöl B,77406.0,351424.0,44754.0,6184.0,1234.0,272.0,14355.0,45.0,224.0,45.0,,336.0,17.0,115.0,29.0,BingolB,kn-091,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-093,,Bingöl B,79118.0,353783.0,43230.0,5784.0,1207.0,390.0,13569.0,48.0,213.0,43.0,,329.0,18.0,256.0,27.0,BingolB,kn-093,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-096,,Bingöl B,71962.0,339845.0,63167.0,8363.0,1310.0,272.0,14396.0,52.0,219.0,44.0,,333.0,18.0,140.0,26.0,BingolB,kn-096,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-097,,Bingöl B,80751.0,359474.0,43561.0,6497.0,1210.0,272.0,13835.0,53.0,220.0,42.0,,327.0,17.0,178.0,28.0,BingolB,kn-097,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-098,,Bingöl B,77999.0,349070.0,42041.0,5775.0,1123.0,272.0,13296.0,47.0,210.0,42.0,,322.0,17.0,258.0,31.0,BingolB,kn-098,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-105,,Bingöl B,77917.0,344115.0,46262.0,5936.0,1136.0,438.0,13253.0,43.0,210.0,42.0,,323.0,18.0,300.0,31.0,BingolB,kn-105,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-109,,Bingöl B,79870.0,351546.0,41083.0,5874.0,1138.0,476.0,13144.0,58.0,212.0,43.0,,326.0,17.0,390.0,30.0,BingolB,kn-109,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-112,,Bingöl B,79525.0,351929.0,42631.0,5880.0,1139.0,459.0,13651.0,48.0,221.0,43.0,,330.0,19.0,412.0,31.0,BingolB,kn-112,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-131,,Bingöl B,76889.0,345637.0,41508.0,5944.0,1116.0,514.0,13052.0,53.0,208.0,42.0,,314.0,16.0,386.0,33.0,BingolB,kn-131,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-132,,Bingöl B,79166.0,341966.0,44803.0,6066.0,1209.0,471.0,13666.0,62.0,212.0,41.0,,323.0,16.0,456.0,31.0,BingolB,kn-132,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-134,,Bingöl B,85182.0,370084.0,50808.0,6881.0,1394.0,272.0,16362.0,61.0,244.0,50.0,,351.0,21.0,92.0,32.0,BingolB,kn-134,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-136,,Bingöl B,77796.0,346450.0,42393.0,5717.0,1145.0,383.0,13343.0,45.0,211.0,44.0,,321.0,17.0,193.0,22.0,BingolB,kn-136,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-137,,Bingöl B,77074.0,344065.0,41995.0,5923.0,1157.0,367.0,13231.0,49.0,209.0,41.0,,314.0,16.0,319.0,25.0,BingolB,kn-137,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-138,,Bingöl B,77168.0,345129.0,43382.0,11152.0,1308.0,272.0,14184.0,57.0,222.0,44.0,,326.0,18.0,165.0,29.0,BingolB,kn-138,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-139,,Bingöl B,77712.0,346771.0,41491.0,5782.0,1126.0,426.0,13271.0,48.0,210.0,42.0,,311.0,16.0,353.0,28.0,BingolB,kn-139,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-143,,Bingöl B,83642.0,361940.0,44653.0,6511.0,1205.0,442.0,14158.0,54.0,226.0,47.0,,343.0,18.0,332.0,29.0,BingolB,kn-143,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-144,,Bingöl B,80456.0,355803.0,42746.0,5970.0,1140.0,419.0,13433.0,56.0,216.0,43.0,,324.0,18.0,413.0,31.0,BingolB,kn-144,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-148,,Bingöl B,80944.0,359692.0,51165.0,6430.0,1254.0,272.0,14820.0,50.0,230.0,49.0,,340.0,19.0,98.0,25.0,BingolB,kn-148,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-149,,Bingöl B,80083.0,350039.0,50181.0,6285.0,1225.0,421.0,13345.0,52.0,214.0,45.0,,327.0,18.0,358.0,31.0,BingolB,kn-149,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-152,,Bingöl B,78470.0,348407.0,46634.0,6118.0,1149.0,272.0,13894.0,45.0,228.0,44.0,,337.0,18.0,192.0,25.0,BingolB,kn-152,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-164,,Bingöl B,78542.0,348095.0,41596.0,5899.0,1125.0,388.0,13314.0,48.0,202.0,46.0,,320.0,18.0,266.0,32.0,BingolB,kn-164,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-169,,Bingöl B,78066.0,346248.0,42028.0,5520.0,1126.0,427.0,13068.0,51.0,210.0,41.0,,320.0,17.0,423.0,28.0,BingolB,kn-169,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-173,,Bingöl B,70887.0,323287.0,42233.0,5980.0,1145.0,393.0,13683.0,53.0,213.0,46.0,,316.0,17.0,370.0,27.0,BingolB,kn-173,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-176,,Bingöl B,77372.0,343702.0,41642.0,5714.0,1117.0,447.0,13213.0,59.0,213.0,44.0,,322.0,19.0,429.0,30.0,BingolB,kn-176,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-186,,Bingöl B,86004.0,374038.0,46969.0,6180.0,1169.0,387.0,14040.0,44.0,222.0,43.0,,337.0,18.0,232.0,25.0,BingolB,kn-186,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-190,,Bingöl B,75269.0,339978.0,40360.0,5624.0,1078.0,429.0,12763.0,41.0,207.0,41.0,,306.0,16.0,357.0,27.0,BingolB,kn-190,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-191,,Bingöl B,79048.0,352482.0,43930.0,6078.0,1203.0,272.0,14030.0,49.0,221.0,44.0,,332.0,18.0,151.0,28.0,BingolB,kn-191,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-193,mean of 3 readings; Ti anomolously high in first and discarded,Bingöl B,75315.0,339922.0,39963.0,6791.0,1265.0,371.0,14026.0,49.0,211.0,42.0,,319.0,17.0,204.0,26.0,BingolB,kn-193,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-215,,Bingöl B,77787.0,351748.0,44444.0,6869.0,1193.0,407.0,13666.0,45.0,217.0,45.0,,325.0,18.0,221.0,27.0,BingolB,kn-215,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-223,,Bingöl B,81080.0,357787.0,43872.0,6464.0,1177.0,272.0,13593.0,53.0,219.0,45.0,,329.0,18.0,151.0,29.0,BingolB,kn-223,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-225,,Bingöl B,81337.0,365001.0,45306.0,6666.0,1261.0,272.0,14591.0,47.0,229.0,49.0,,341.0,20.0,137.0,29.0,BingolB,kn-225,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-228,,Bingöl B,78380.0,350340.0,45055.0,5739.0,1125.0,361.0,13495.0,47.0,216.0,45.0,,327.0,17.0,197.0,26.0,BingolB,kn-228,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-241,,Bingöl B,74273.0,335893.0,41061.0,5748.0,1095.0,433.0,12723.0,52.0,205.0,41.0,,312.0,19.0,434.0,26.0,BingolB,kn-241,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-248,,Bingöl B,76787.0,347963.0,43916.0,6160.0,1131.0,272.0,13793.0,50.0,217.0,44.0,,331.0,20.0,209.0,29.0,BingolB,kn-248,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-255,,Bingöl B,76382.0,343566.0,43434.0,6048.0,1170.0,384.0,13553.0,48.0,218.0,43.0,,325.0,17.0,205.0,26.0,BingolB,kn-255,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-258,,Bingöl B,76467.0,343788.0,39347.0,6109.0,1203.0,369.0,13208.0,49.0,210.0,46.0,,324.0,16.0,340.0,28.0,BingolB,kn-258,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-260,,Bingöl B,74186.0,332568.0,43492.0,6307.0,1159.0,393.0,13398.0,48.0,218.0,44.0,,315.0,15.0,358.0,28.0,BingolB,kn-260,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-261,,Bingöl B,77553.0,339621.0,45647.0,6354.0,1076.0,481.0,12551.0,54.0,207.0,43.0,,322.0,17.0,453.0,34.0,BingolB,kn-261,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-270,,Bingöl B,76386.0,341698.0,43331.0,5509.0,1109.0,422.0,13196.0,57.0,211.0,42.0,,322.0,18.0,370.0,30.0,BingolB,kn-270,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-273,,Bingöl B,74446.0,334655.0,42232.0,5921.0,1170.0,272.0,13417.0,49.0,217.0,39.0,,323.0,17.0,191.0,28.0,BingolB,kn-273,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-286,,Bingöl B,75590.0,340562.0,42598.0,5853.0,1190.0,446.0,13672.0,55.0,215.0,46.0,,319.0,15.0,367.0,33.0,BingolB,kn-286,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-289,,Bingöl B,73842.0,338902.0,41727.0,5903.0,1148.0,399.0,13515.0,53.0,209.0,44.0,,317.0,16.0,373.0,28.0,BingolB,kn-289,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-296,,Bingöl B,88266.0,372197.0,45844.0,7173.0,1227.0,386.0,13822.0,57.0,224.0,48.0,,346.0,18.0,241.0,32.0,BingolB,kn-296,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-304,,Bingöl B,75485.0,338392.0,39915.0,5588.0,1094.0,272.0,13318.0,45.0,205.0,42.0,,316.0,16.0,240.0,23.0,BingolB,kn-304,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-356,,Bingöl B,77321.0,344695.0,43813.0,5850.0,1147.0,498.0,12961.0,57.0,205.0,45.0,,320.0,17.0,460.0,29.0,BingolB,kn-356,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-362,,Bingöl B,79211.0,354833.0,44718.0,6063.0,1162.0,375.0,13795.0,43.0,223.0,45.0,,327.0,20.0,208.0,28.0,BingolB,kn-362,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-372,,Bingöl B,76126.0,344231.0,42504.0,5824.0,1124.0,272.0,12953.0,43.0,208.0,42.0,,320.0,17.0,204.0,27.0,BingolB,kn-372,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-439,,Bingöl B,75072.0,338931.0,43396.0,6108.0,1183.0,368.0,13426.0,48.0,220.0,45.0,,324.0,18.0,140.0,31.0,BingolB,kn-439,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-443,,Bingöl B,74969.0,340118.0,45119.0,6392.0,1198.0,272.0,13682.0,54.0,222.0,44.0,,323.0,17.0,133.0,31.0,BingolB,kn-443,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-446,,Bingöl B,74753.0,337827.0,42266.0,6093.0,1185.0,394.0,13545.0,50.0,214.0,45.0,,324.0,18.0,268.0,26.0,BingolB,kn-446,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-452,,Bingöl B,79658.0,348499.0,43415.0,6000.0,1150.0,272.0,13413.0,57.0,216.0,43.0,,341.0,17.0,262.0,31.0,BingolB,kn-452,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-465,,Bingöl B,75149.0,339056.0,41386.0,5954.0,1177.0,423.0,13323.0,60.0,210.0,43.0,,322.0,16.0,297.0,31.0,BingolB,kn-465,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-467,,Bingöl B,83844.0,360516.0,46090.0,6389.0,1231.0,365.0,14236.0,64.0,228.0,46.0,,342.0,19.0,166.0,31.0,BingolB,kn-467,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-468,,Bingöl B,74792.0,334367.0,41441.0,6234.0,1158.0,398.0,13523.0,44.0,207.0,40.0,,315.0,16.0,329.0,27.0,BingolB,kn-468,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-480,,Bingöl B,76390.0,340873.0,41751.0,6669.0,1123.0,476.0,13183.0,54.0,211.0,46.0,,319.0,16.0,519.0,35.0,BingolB,kn-480,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-484,,Bingöl B,74077.0,336947.0,46277.0,5793.0,1109.0,397.0,12915.0,53.0,208.0,40.0,,317.0,16.0,270.0,28.0,BingolB,kn-484,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-490,,Bingöl B,79252.0,356023.0,45830.0,6762.0,1246.0,272.0,14624.0,53.0,231.0,45.0,,340.0,20.0,140.0,29.0,BingolB,kn-490,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-494,,Bingöl B,79711.0,357349.0,46264.0,6265.0,1232.0,272.0,14327.0,50.0,224.0,48.0,,330.0,19.0,167.0,30.0,BingolB,kn-494,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-499,,Bingöl B,72992.0,332347.0,40993.0,6103.0,1149.0,407.0,13194.0,59.0,202.0,42.0,,318.0,15.0,360.0,28.0,BingolB,kn-499,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-513,,Bingöl B,74743.0,337178.0,42642.0,6177.0,1140.0,483.0,13024.0,58.0,205.0,42.0,,313.0,15.0,375.0,29.0,BingolB,kn-513,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-517,,Bingöl B,79499.0,343778.0,45352.0,7095.0,1085.0,272.0,12655.0,47.0,206.0,43.0,,312.0,17.0,231.0,28.0,BingolB,kn-517,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-519,,Bingöl B,78090.0,348942.0,42105.0,5836.0,1111.0,399.0,13177.0,55.0,205.0,40.0,,321.0,18.0,266.0,25.0,BingolB,kn-519,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-523,,Bingöl B,77711.0,351122.0,46106.0,6639.0,1278.0,272.0,14929.0,56.0,234.0,46.0,,339.0,20.0,147.0,28.0,BingolB,kn-523,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-535,,Bingöl B,77187.0,342975.0,42064.0,6079.0,1159.0,398.0,13390.0,51.0,215.0,40.0,,324.0,17.0,241.0,26.0,BingolB,kn-535,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-545,,Bingöl B,76498.0,342016.0,43063.0,6245.0,1155.0,382.0,13548.0,51.0,209.0,42.0,,321.0,16.0,290.0,27.0,BingolB,kn-545,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-571,,Bingöl B,77788.0,333753.0,44672.0,7149.0,1275.0,359.0,13894.0,55.0,210.0,43.0,,317.0,16.0,219.0,27.0,BingolB,kn-571,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-576,,Bingöl B,78539.0,339873.0,44957.0,7112.0,1345.0,272.0,14636.0,54.0,217.0,47.0,,330.0,19.0,166.0,24.0,BingolB,kn-576,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-579,,Bingöl B,82986.0,347502.0,45326.0,6849.0,1223.0,506.0,14435.0,49.0,225.0,44.0,,342.0,17.0,382.0,31.0,BingolB,kn-579,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-588,,Bingöl B,75797.0,343205.0,41064.0,8511.0,1149.0,469.0,13197.0,62.0,214.0,43.0,,314.0,17.0,477.0,38.0,BingolB,kn-588,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-595,,Bingöl B,76037.0,338264.0,43685.0,5869.0,1206.0,416.0,13484.0,56.0,209.0,45.0,,323.0,16.0,464.0,26.0,BingolB,kn-595,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-625,,Bingöl B,76487.0,343458.0,41193.0,5606.0,1117.0,430.0,12988.0,55.0,209.0,44.0,,315.0,17.0,322.0,31.0,BingolB,kn-625,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-628,,Bingöl B,75254.0,338821.0,41746.0,5927.0,1182.0,272.0,13122.0,45.0,206.0,43.0,,314.0,17.0,221.0,30.0,BingolB,kn-628,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-629,,Bingöl B,80749.0,353473.0,49605.0,5992.0,1199.0,358.0,14066.0,54.0,229.0,46.0,,335.0,19.0,195.0,29.0,BingolB,kn-629,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-630,,Bingöl B,78882.0,351707.0,43558.0,6000.0,1267.0,360.0,13866.0,51.0,216.0,44.0,,329.0,17.0,118.0,33.0,BingolB,kn-630,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-631,,Bingöl B,81495.0,362336.0,46266.0,6378.0,1260.0,272.0,14425.0,56.0,230.0,46.0,,343.0,19.0,162.0,29.0,BingolB,kn-631,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-639,,Bingöl B,85755.0,367406.0,43712.0,6537.0,1153.0,364.0,14331.0,50.0,237.0,46.0,,345.0,18.0,246.0,32.0,BingolB,kn-639,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-647,,Bingöl B,96776.0,397047.0,49667.0,6721.0,1320.0,379.0,15835.0,61.0,250.0,50.0,,363.0,22.0,185.0,36.0,BingolB,kn-647,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-657,,Bingöl B,76265.0,346680.0,44103.0,5890.0,1139.0,390.0,13484.0,47.0,210.0,42.0,,324.0,19.0,198.0,26.0,BingolB,kn-657,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-660,,Bingöl B,80157.0,352631.0,56880.0,6242.0,1186.0,272.0,13967.0,54.0,221.0,44.0,,336.0,20.0,117.0,31.0,BingolB,kn-660,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-662,,Bingöl B,78365.0,345144.0,42036.0,5500.0,1124.0,375.0,13039.0,63.0,210.0,43.0,,319.0,17.0,217.0,24.0,BingolB,kn-662,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-672,,Bingöl B,79213.0,350179.0,42327.0,6042.0,1182.0,272.0,13799.0,48.0,213.0,46.0,,332.0,18.0,155.0,28.0,BingolB,kn-672,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-678,,Bingöl B,77958.0,346429.0,44935.0,5801.0,1173.0,272.0,13358.0,58.0,212.0,42.0,,321.0,18.0,182.0,26.0,BingolB,kn-678,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-701,,Bingöl B,80828.0,360556.0,50252.0,6509.0,1192.0,272.0,13686.0,44.0,218.0,45.0,,323.0,18.0,183.0,24.0,BingolB,kn-701,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-712,,Bingöl B,78504.0,348754.0,52146.0,6501.0,1196.0,414.0,13161.0,45.0,211.0,43.0,,321.0,18.0,237.0,28.0,BingolB,kn-712,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-736,mean of 2 readings,Bingöl B,82827.15873695168,358858.56624179287,47396.45305689842,7138.39357642598,1270.5790609906244,409.9779102354947,16146.017542317511,57.576829170041975,241.02728552980145,52.28387112284474,,356.99803014911294,18.361670073096768,201.6734502196765,31.795222762816262,BingolB,kn-736,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-737,,Bingöl B,78398.0,348380.0,41688.0,5846.0,1143.0,432.0,13508.0,61.0,210.0,43.0,,326.0,17.0,488.0,31.0,BingolB,kn-737,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-772,,Bingöl B,80524.0,352101.0,42292.0,6074.0,1178.0,429.0,13368.0,51.0,201.0,43.0,,321.0,17.0,391.0,30.0,BingolB,kn-772,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-777,,Bingöl B,76241.0,339135.0,41849.0,5816.0,1137.0,430.0,13301.0,50.0,209.0,42.0,,312.0,15.0,263.0,28.0,BingolB,kn-777,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-781,,Bingöl B,82879.0,359013.0,43886.0,5878.0,1191.0,397.0,13502.0,53.0,221.0,41.0,,325.0,18.0,303.0,31.0,BingolB,kn-781,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-810,,Bingöl B,80400.0,353034.0,45699.0,5741.0,1219.0,426.0,13796.0,50.0,219.0,44.0,,335.0,16.0,290.0,32.0,BingolB,kn-810,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-821,,Bingöl B,78151.0,347671.0,46759.0,7255.0,1200.0,272.0,13375.0,53.0,214.0,45.0,,324.0,16.0,172.0,32.0,BingolB,kn-821,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-834,,Bingöl B,83843.0,369934.0,48608.0,7620.0,1403.0,272.0,15581.0,49.0,231.0,49.0,,342.0,19.0,206.0,29.0,BingolB,kn-834,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-843,,Bingöl B,85860.0,372594.0,42261.0,6959.0,1207.0,272.0,13218.0,50.0,213.0,44.0,,330.0,21.0,165.0,22.0,BingolB,kn-843,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-846,,Bingöl B,79707.0,351620.0,42345.0,6637.0,1159.0,451.0,13362.0,58.0,207.0,43.0,,324.0,17.0,380.0,28.0,BingolB,kn-846,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-853,,Bingöl B,77976.0,345678.0,42281.0,6018.0,1131.0,436.0,13261.0,57.0,206.0,40.0,,320.0,16.0,386.0,24.0,BingolB,kn-853,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-856,,Bingöl B,80017.0,349060.0,42109.0,6073.0,1162.0,379.0,13438.0,60.0,209.0,46.0,,325.0,17.0,369.0,24.0,BingolB,kn-856,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-876,,Bingöl B,74217.0,336808.0,41529.0,5691.0,1120.0,441.0,12880.0,51.0,203.0,42.0,,311.0,18.0,477.0,29.0,BingolB,kn-876,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-893,,Bingöl B,80694.0,353009.0,45466.0,6354.0,1252.0,272.0,14346.0,49.0,227.0,44.0,,342.0,19.0,201.0,28.0,BingolB,kn-893,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-896,,Bingöl B,76417.0,342378.0,40955.0,5744.0,1080.0,418.0,12950.0,54.0,208.0,39.0,,317.0,17.0,449.0,29.0,BingolB,kn-896,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-897,,Bingöl B,77642.0,351202.0,45030.0,6076.0,1200.0,272.0,14119.0,56.0,222.0,44.0,,332.0,17.0,111.0,31.0,BingolB,kn-897,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-899,,Bingöl B,77923.0,346446.0,41750.0,5737.0,1114.0,424.0,12895.0,51.0,207.0,39.0,,318.0,17.0,441.0,31.0,BingolB,kn-899,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-900,,Bingöl B,73546.0,331661.0,53366.0,7217.0,1053.0,389.0,12829.0,60.0,209.0,41.0,,312.0,16.0,291.0,28.0,BingolB,kn-900,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-901,,Bingöl B,75334.0,338501.0,39800.0,5777.0,1085.0,386.0,12811.0,42.0,200.0,42.0,,312.0,14.0,300.0,25.0,BingolB,kn-901,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-905,,Bingöl B,77191.0,345557.0,42904.0,5902.0,1127.0,272.0,13284.0,55.0,210.0,43.0,,316.0,16.0,229.0,30.0,BingolB,kn-905,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
kn-908,,Bingöl B,76243.0,349585.0,45048.0,7047.0,1222.0,419.0,15152.0,57.0,226.0,48.0,,341.0,19.0,257.0,34.0,BingolB,kn-908,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
,,Bingöl B,78205.68584335751,349422.10237029847,44660.19858666333,6257.519141935273,1182.8641114535903,359.2651050439364,13610.126836951817,51.49228298772792,216.0764864920976,43.77358100684864,,326.2350176238928,17.4763261410594,264.14405892331723,28.709177008178592,BingolB,,geological source,,False,Campbell & Healey 2016,2016,pXRF,1,ppm,True
