sample_id,Ba,Ti,Mn,Fe,Co,Ni,Cu,Zn,Ga,Pb,Th,Rb,Sr,Y,Zr,Nb,Museum ID,Site,"Date of
Analysis",Cortex,Length,Width,Thick,Source,source,site,notes,verification_flag,paper,year,method,method_tier,units,is_source_reference
JMA14 NM404 ,641,407,253,9888,4,6,7,44,15,21,9,120,102,15,105,8,Tomh 4 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.13,0.91,0.28,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM405 ,761,421,454,9963,4,6,8,43,17,23,11,121,102,20,105,8,Tomh 6 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.06,2.02,0.19,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM406 ,655,675,1069,11609,5,6,7,36,16,28,12,122,104,20,108,10,10411,Tsikniadhes ,2014-08-08 00:00:00,100,4.72,1.54,0.9,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM407 ,700,753,475,12322,5,6,8,45,16,26,12,110,126,18,112,8,Tomh 8/11 ,Tsikniadhes ,2014-08-08 00:00:00,30,4.13,2.26,0.77,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM408 ,732,379,400,9453,4,6,7,43,16,23,13,110,101,17,105,9,10406,Tsikniadhes ,2014-08-08 00:00:00,0,3.83,1.21,0.29,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM409 ,742,334,516,9635,4,6,7,35,16,22,11,122,102,16,106,8,10339,Tsikniadhes ,2014-08-08 00:00:00,10,3.61,1.94,0.42,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM410 ,727,419,532,10136,4,7,8,49,15,21,8,114,98,18,105,8,Tomh 10 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.3,broken ,0.31,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM411 ,685,556,536,8997,4,6,7,47,15,24,14,113,98,15,105,9,Tomh 10/12 ,Tsikniadhes ,2014-08-08 00:00:00,45,2.92,2.07,1.46,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM412 ,672,465,462,11888,5,6,8,38,15,23,10,113,107,16,113,10,Tomh 12 ,Tsikniadhes ,2014-08-08 00:00:00,10,3.33,1.91,0.83,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM413 ,657,634,515,11648,5,6,7,39,15,25,13,100,108,17,115,9,Tomh 12 ,Tsikniadhes ,2014-08-08 00:00:00,10,2.52,2.68,0.78,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM414 ,650,665,448,11912,5,6,8,44,16,25,10,107,112,16,118,8,Tomh 12 ,Tsikniadhes ,2014-08-08 00:00:00,10,2.92,1.68,0.85,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM415 ,794,282,467,9595,4,6,7,35,15,24,11,113,100,17,112,9,Tomh 12 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.21,1.32,0.5,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM416 ,688,533,600,13260,6,6,10,35,15,21,8,107,116,15,106,8,Tomh 12 ,Tsikniadhes ,2014-08-08 00:00:00,40,0.83,1.07,0.24,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM417 ,660,438,397,9387,4,7,8,53,16,22,9,115,93,15,100,7,Tomh 12 ,Tsikniadhes ,2014-08-08 00:00:00,0,0.31,1.03,0.17,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM418 ,732,385,478,9794,4,6,6,37,15,25,10,123,107,17,106,9,10407,Tsikniadhes ,2014-08-08 00:00:00,0,4.6,0.96,0.31,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM419 ,649,771,661,12566,5,6,8,42,15,22,13,109,121,20,123,12,10412,Tsikniadhes ,2014-08-08 00:00:00,35,4.16,3.19,0.96,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM420 ,829,393,620,12836,5,6,8,31,14,24,11,115,123,17,120,8,10412β ,Tsikniadhes ,2014-08-08 00:00:00,0,1.85,1.28,0.34,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM421 ,646,510,480,9655,4,6,8,39,16,23,9,119,103,18,108,10,Tomh 13 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.77,1.23,0.5,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM422 ,606,350,598,9465,4,6,7,37,16,23,11,121,102,16,106,9,Tomh 17 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.38,1.13,0.24,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM423 ,623,467,532,9919,4,6,7,52,17,22,12,116,102,19,103,10,Tomh 17 ,Tsikniadhes ,2014-08-08 00:00:00,0,4.15,1.1,0.44,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM424 ,645,611,506,9246,4,6,6,41,15,28,13,113,107,19,105,10,Tomh 22 ,Tsikniadhes ,2014-08-08 00:00:00,50,3.02,1.15,0.71,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM425 ,707,382,500,10094,4,6,8,41,16,26,14,120,100,17,115,12,Tomh 23 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.69,2.7,0.41,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM426 ,797,279,366,9019,4,6,7,38,15,21,12,113,101,19,104,10,Tomh 23 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.48,1.33,0.38,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM427 ,669,480,410,9461,4,6,7,40,16,23,8,112,89,15,105,9,Tomh 23 ,Tsikniadhes ,2014-08-08 00:00:00,5,2.35,2.4,0.39,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM428 ,640,358,509,9498,4,6,6,51,16,26,11,116,100,17,107,10,10413α ,Tsikniadhes ,2014-08-08 00:00:00,0,2.64,1.6,0.37,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM429 ,692,694,422,12029,5,6,8,52,16,25,12,110,123,18,116,11,10413β ,Tsikniadhes ,2014-08-08 00:00:00,0,1.59,2.24,0.81,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM430 ,654,785,483,12072,5,6,8,44,15,22,10,108,120,18,114,8,Tomh 23 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.13,1.99,0.72,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM431 ,609,582,619,10726,5,6,8,35,15,25,10,124,102,18,102,7,Tomh 23 ,Tsikniadhes ,2014-08-08 00:00:00,0,0.97,1.46,0.16,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM432 ,670,634,515,12253,5,6,8,30,14,22,8,103,113,17,117,9,Tomh 23 ,Tsikniadhes ,2014-08-08 00:00:00,80,2.29,1.7,0.62,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM433 ,715,407,564,9886,4,6,8,42,16,25,7,121,96,17,105,9,Tomh 23 ,Tsikniadhes ,2014-08-08 00:00:00,0,1.32,1.44,0.35,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM434 ,692,671,504,11355,5,6,9,40,15,24,10,102,109,19,118,10,??? ,Tsikniadhes ,2014-08-08 00:00:00,10,3.48,3.02,0.52,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM435 ,832,493,528,16106,8,7,13,69,17,24,11,123,125,17,101,11,??? ,Tsikniadhes ,2014-08-08 00:00:00,20,0.87,0.52,0.11,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM436 ,710,484,554,12164,4,6,7,48,15,24,11,109,119,18,117,8,??? ,Tsikniadhes ,2014-08-08 00:00:00,25,2.69,2.61,0.78,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM437 ,734,475,471,11539,4,6,7,44,16,27,8,108,111,17,114,7,??? ,Tsikniadhes ,2014-08-08 00:00:00,75,2.01,1.47,0.28,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM438 ,753,378,469,12393,5,6,7,27,14,20,8,116,124,16,113,9,??? ,Tsikniadhes ,2014-08-08 00:00:00,5,2.04,2.33,0.31,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM439 ,616,581,771,10252,4,6,6,31,15,25,12,125,105,18,108,11,??? ,Tsikniadhes ,2014-08-08 00:00:00,0,4.42,3.02,1.27,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM440 ,741,696,456,12395,5,6,7,36,15,23,11,107,116,19,115,9,??? ,Tsikniadhes ,2014-08-08 00:00:00,0,4.09,2.48,0.43,Dhemenegaki,Dhemenegaki,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM441 ,780,393,530,9929,5,6,8,41,15,26,12,120,103,19,105,10,??? ,Tsikniadhes ,2014-08-08 00:00:00,100,3.38,1.81,0.64,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM442 ,677,435,507,9298,4,6,7,36,15,24,9,118,97,18,103,10,??? ,Tsikniadhes ,2014-08-08 00:00:00,40,3.46,1.39,0.47,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM443 ,674,400,415,10036,4,7,8,48,16,23,14,118,97,21,106,10,10414,Tsikniadhes ,2014-08-08 00:00:00,0,3.77,1,0.25,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM444 ,762,402,445,8977,4,6,8,45,16,24,12,111,94,17,93,7,??? ,Tsikniadhes ,2014-08-08 00:00:00,15,3.15,1.58,0.42,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM445 ,844,203,507,9637,4,6,7,46,15,23,10,120,96,16,108,9,Tomh 8/11 ,Tsikniadhes ,2014-08-08 00:00:00,0,2.13,2.23,0.27,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM446 ,705,313,433,9933,4,6,7,38,15,22,13,127,108,17,107,8,??? ,Tsikniadhes ,2014-08-08 00:00:00,0,2.29,0.91,0.24,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM447 ,682,400,399,9527,4,6,7,41,16,24,10,117,96,18,106,8,??? ,Tsikniadhes ,2014-08-08 00:00:00,20,2.32,1.14,0.29,Sta Nychia,Sta Nychia,Tsikniadhes ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM448 ,671,491,552,10110,4,6,7,31,15,23,10,121,105,18,110,10,8099,Tzabaris ,2014-08-09 00:00:00,0,3.6,1.33,0.29,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM449 ,693,560,491,9348,4,6,7,36,15,27,12,115,106,16,107,8,8100,Tzabaris ,2014-08-09 00:00:00,0,3.46,1.36,0.42,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM450 ,773,330,466,9766,4,6,6,34,15,23,11,117,98,19,109,9,8101-1 ,Tzabaris ,2014-08-09 00:00:00,0,9.09,1.07,0.24,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM451 ,682,558,424,10335,4,6,7,43,15,25,10,118,105,20,110,10,8101-2 ,Tzabaris ,2014-08-09 00:00:00,0,4.46,0.75,0.23,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM452 ,714,337,548,10619,4,6,8,38,16,28,13,121,103,18,103,9,8101-3 ,Tzabaris ,2014-08-09 00:00:00,0,3.66,0.93,0.25,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM453 ,734,518,526,9549,4,6,7,46,15,24,12,120,108,19,107,9,8101-4 ,Tzabaris ,2014-08-09 00:00:00,0,2.69,1.49,0.51,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM454 ,655,484,568,9509,4,6,6,45,15,24,12,117,104,19,106,10,8101-5 ,Tzabaris ,2014-08-09 00:00:00,0,3.41,2.91,0.72,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM455 ,687,515,478,9226,4,6,7,44,16,25,12,106,97,21,101,8,8102,Tzabaris ,2014-08-09 00:00:00,0,4.31,4.61,1.06,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM456 ,650,517,414,9683,4,6,7,40,16,22,12,124,101,20,108,9,8103,Tzabaris ,2014-08-09 00:00:00,0,8.17,1.26,0.29,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM457 ,778,266,496,9872,4,6,7,24,15,21,12,118,108,18,102,8,8104,Tzabaris ,2014-08-09 00:00:00,0,5.78,0.96,0.92,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM458 ,665,455,459,9797,4,6,6,37,15,29,10,117,104,17,108,8,8105,Tzabaris ,2014-08-09 00:00:00,0,4.9,1.22,0.34,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM459 ,552,638,647,10040,4,6,7,48,16,27,10,124,106,16,111,10,8106,Tzabaris ,2014-08-09 00:00:00,0,4.55,1.22,0.29,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM460 ,643,322,467,9615,4,6,7,45,16,24,11,121,100,17,108,9,8107,Tzabaris ,2014-08-09 00:00:00,0,4.82,1.38,0.38,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM461 ,804,355,581,10220,4,6,7,40,15,24,11,117,104,21,109,9,8108,Tzabaris ,2014-08-09 00:00:00,0,4.42,1.03,0.27,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM462 ,696,352,521,9604,4,6,8,33,14,21,13,116,105,16,105,11,8109,Tzabaris ,2014-08-09 00:00:00,0,4.12,1.54,0.34,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM463 ,654,507,468,9659,4,6,7,33,15,25,12,116,100,19,102,9,8110,Tzabaris ,2014-08-09 00:00:00,0,3.84,1.22,0.31,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM464 ,707,433,391,9743,4,6,8,34,16,23,9,119,109,19,105,10,8111,Tzabaris ,2014-08-09 00:00:00,0,3.89,1.31,0.38,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM465 ,699,747,478,12588,4,6,7,44,15,24,11,114,125,22,121,9,8112,Tzabaris ,2014-08-09 00:00:00,0,3.62,1.31,0.37,Dhemenegaki,Dhemenegaki,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM466 ,794,324,469,10271,4,6,7,42,15,22,12,125,107,14,103,8,8113,Tzabaris ,2014-08-09 00:00:00,0,3.57,1.06,0.24,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM467 ,717,469,439,10037,4,6,8,41,16,25,13,115,103,17,112,10,8114,Tzabaris ,2014-08-09 00:00:00,0,3.4,1.11,0.29,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM468 ,658,360,448,9829,4,6,6,31,14,21,13,122,102,17,108,9,8115,Tzabaris ,2014-08-09 00:00:00,0,3.27,1.28,0.29,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM469 ,732,405,486,10344,4,7,6,55,16,25,14,125,111,19,110,8,8116,Tzabaris ,2014-08-09 00:00:00,0,3.02,1.11,0.2,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM470 ,619,396,383,9769,4,6,7,30,15,24,14,120,102,16,108,8,8117,Tzabaris ,2014-08-09 00:00:00,0,3.11,1.09,0.25,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM471 ,687,437,520,9966,4,6,7,43,15,22,13,127,103,18,107,11,8118,Tzabaris ,2014-08-09 00:00:00,0,3.01,1.2,0.29,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM472 ,705,345,494,10111,4,6,7,41,16,23,12,119,105,18,106,10,8119,Tzabaris ,2014-08-09 00:00:00,0,3.09,0.91,0.28,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM473 ,749,502,527,9956,4,6,8,46,16,22,11,114,106,19,110,11,8120,Tzabaris ,2014-08-09 00:00:00,0,2.78,1.48,0.36,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM474 ,693,270,561,10196,4,6,8,42,16,22,10,120,102,18,110,9,8121,Tzabaris ,2014-08-09 00:00:00,0,3.42,1.05,0.3,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM475 ,737,461,466,10104,4,6,7,43,16,21,10,119,99,15,99,7,8122,Tzabaris ,2014-08-09 00:00:00,0,3.27,1.11,0.29,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM476 ,762,351,546,10573,4,6,7,25,15,22,12,121,108,19,114,10,8123,Tzabaris ,2014-08-09 00:00:00,0,2.92,1.46,0.43,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM477 ,710,402,595,10503,4,6,8,33,16,21,11,123,101,18,106,9,8124,Tzabaris ,2014-08-09 00:00:00,0,2.81,1.08,0.24,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM478 ,715,302,486,9629,4,6,7,30,14,19,11,119,105,16,104,9,8125,Tzabaris ,2014-08-09 00:00:00,0,2.56,1.15,0.26,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM479 ,712,453,403,11267,4,6,8,35,16,23,10,118,98,16,109,9,8126,Tzabaris ,2014-08-09 00:00:00,0,2.37,1.36,0.27,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM480 ,704,420,572,8998,4,6,7,42,16,25,11,115,97,19,105,8,8127,Tzabaris ,2014-08-09 00:00:00,0,2.42,1.46,0.6,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM481 ,702,453,417,9781,4,6,8,35,17,22,12,113,105,17,107,8,8128,Tzabaris ,2014-08-09 00:00:00,0,2.42,0.99,0.37,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM482 ,736,445,410,9613,4,6,8,43,17,24,11,113,100,18,107,10,8129,Tzabaris ,2014-08-09 00:00:00,0,2.36,1.15,0.34,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM483 ,699,426,351,10629,5,7,8,53,16,23,13,125,103,20,103,9,8130,Tzabaris ,2014-08-09 00:00:00,0,2.29,0.92,0.21,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM484 ,626,457,459,9304,4,6,7,33,16,24,8,117,96,18,108,8,8131,Tzabaris ,2014-08-09 00:00:00,0,2.35,0.93,0.35,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM485 ,761,304,324,9783,4,6,7,29,14,21,16,118,104,18,102,9,8132,Tzabaris ,2014-08-09 00:00:00,0,2.31,0.92,0.26,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM486 ,620,638,624,9999,4,6,7,40,15,25,11,125,104,16,107,11,8133,Tzabaris ,2014-08-09 00:00:00,0,2.24,1.25,0.39,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM487 ,719,373,585,9853,4,7,7,47,15,21,13,116,105,21,109,10,8134,Tzabaris ,2014-08-09 00:00:00,0,2.26,1.49,0.35,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM488 ,723,274,552,9630,4,7,7,54,17,24,11,123,100,19,102,9,8135,Tzabaris ,2014-08-09 00:00:00,0,2.21,1.14,0.35,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM489 ,744,408,488,9466,4,6,7,44,16,22,9,112,102,19,103,8,8136,Tzabaris ,2014-08-09 00:00:00,0,1.99,1.11,0.26,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM490 ,749,400,308,9915,4,6,8,36,15,23,14,118,98,18,108,11,8137,Tzabaris ,2014-08-09 00:00:00,0,2.08,1.09,0.22,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM491 ,785,354,459,9965,4,6,7,42,16,26,9,116,100,14,101,9,8138,Tzabaris ,2014-08-09 00:00:00,0,2.26,0.91,0.22,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM492 ,645,534,406,9669,4,6,8,38,15,22,11,121,105,18,100,9,8139,Tzabaris ,2014-08-09 00:00:00,0,2.58,0.92,0.31,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM493 ,748,407,471,9610,4,6,7,46,16,24,10,119,103,17,101,10,8140,Tzabaris ,2014-08-09 00:00:00,0,2.65,0.89,0.26,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM494 ,711,316,404,10020,4,6,8,34,15,25,12,121,107,18,105,9,8141,Tzabaris ,2014-08-09 00:00:00,0,1.99,1.09,0.26,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM495 ,796,209,343,9641,4,6,8,42,17,24,10,109,100,19,109,10,8142,Tzabaris ,2014-08-09 00:00:00,0,2.17,0.86,0.21,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM496 ,663,599,378,9721,4,6,7,48,16,24,14,116,103,19,114,9,8143,Tzabaris ,2014-08-09 00:00:00,0,2.1,1.33,0.29,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM497 ,788,257,528,11063,4,6,8,40,16,23,16,130,98,19,105,9,8144,Tzabaris ,2014-08-09 00:00:00,0,2.16,0.89,0.2,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM498 ,681,363,547,9340,4,6,7,45,16,25,11,113,89,17,109,11,8145,Tzabaris ,2014-08-09 00:00:00,0,1.83,1.21,0.35,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM499 ,699,454,459,11403,5,6,7,36,15,24,10,120,96,14,103,10,8146,Tzabaris ,2014-08-09 00:00:00,0,1.98,1.1,0.42,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM500 ,772,364,416,9622,4,6,7,44,15,22,9,117,102,22,105,5,8147,Tzabaris ,2014-08-09 00:00:00,0,1.99,0.81,0.23,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM501 ,737,300,472,9451,4,6,7,44,16,25,11,123,95,18,108,9,8148,Tzabaris ,2014-08-09 00:00:00,0,1.51,1.09,0.24,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM502 ,682,514,466,9658,4,6,6,37,15,22,10,110,96,19,106,9,8149,Tzabaris ,2014-08-09 00:00:00,0,1.21,0.8,0.21,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM503 ,678,464,435,8152,4,7,8,60,17,24,11,98,84,17,95,9,8150,Tzabaris ,2014-08-09 00:00:00,0,2.01,3.25,1.17,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
JMA14 NM504 ,660,471,599,9153,4,6,7,35,14,21,13,121,101,19,109,8,8151,Tzabaris ,2014-08-09 00:00:00,0,2.84,1.16,1.52,Sta Nychia,Sta Nychia,Tzabaris ,,True,Morgan 2015,2015,pXRF,1,ppm,True
